pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
2696,There is no man singing and playing the guitar,The man is singing and playing the guitar,4,CONTRADICTION
2701,The man is singing and playing the guitar,A man is playing a guitar,4.3,ENTAILMENT
2702,The person is boiling noodles,A person is boiling noodles,5,ENTAILMENT
2703,A person is boiling noodles,There is no person boiling noodles,3.8,CONTRADICTION
2705,A woman is drying noodles,A woman is boiling noodles in water,3.3,NEUTRAL
2707,A woman is drying noodles,A person is boiling noodles,3.4,NEUTRAL
2708,A woman is boiling noodles in water,The person is boiling noodles,4.6,ENTAILMENT
2709,There is no person boiling noodles,A woman is boiling noodles in water,2.9,CONTRADICTION
2710,A woman is boiling noodles in water,A person is boiling noodles,4.3,ENTAILMENT
2711,A karate practitioner is kicking at another man who is wearing protective boxing gloves,A karate practitioner is kicking at another man who is wearing protective gloves for boxing,4.8,ENTAILMENT
2713,The man is clumsily kick boxing with a trainer,The man is kick boxing with a trainer,4.5,ENTAILMENT
2714,The man is not kick boxing with a trainer,The man is kick boxing with a trainer,3.7,CONTRADICTION
2715,The man is kicking a boxing trainer,The man is kick boxing with a trainer,3.65,ENTAILMENT
2716,The man is clumsily kick boxing with a trainer,A karate practitioner is kicking at another man who is wearing protective boxing gloves,2.8,NEUTRAL
2718,The man is kicking a boxing trainer,A karate practitioner is kicking at another man who is wearing protective boxing gloves,4.2,NEUTRAL
2724,A woman on a boulder is lying on a blanket and reading a book,A woman on a rock is lying on a blanket and reading a book,4.615,ENTAILMENT
2728,A seated woman is singing a song and playing the guitar,A woman on a rock is standing and looking around,1.7,NEUTRAL
2730,A woman on a rock is lying on a blanket and reading a book,"A woman, who is seated, is singing a song and playing the guitar",1.8,NEUTRAL
2731,A woman on a rock is lying on a blanket and reading a book,There is no seated woman singing a song and playing the guitar,2.1,NEUTRAL
2734,A man is packing away an acoustic guitar,A man is playing an acoustic guitar,3.6,NEUTRAL
2735,The woman is playing a guitar which is electric,The woman is playing an electric guitar,4.8,ENTAILMENT
2739,The woman is playing an electric guitar,A man is playing a guitar that is acoustic,3.5,NEUTRAL
2741,The woman is playing an electric guitar,A man is playing an acoustic guitar,3.6,NEUTRAL
2744,The woman is cracking eggs into a bowl,Eggs are being cracked into a bowl by the woman,5,ENTAILMENT
2748,The lady is breaking eggs that are raw into a bowl,The woman is cracking eggs into a bowl,4.4,ENTAILMENT
2751,A soccer player is scoring a goal,A player of soccer is scoring a goal,4.7,ENTAILMENT
2752,A soccer player is scoring a goal,A soccer player is missing a goal,4.1,NEUTRAL
2754,Soccer players are kicking a soccer ball into the goal,There are no soccer players kicking a soccer ball into the goal,3,CONTRADICTION
2755,Some people who play soccer are kicking a soccer ball into the goal,A soccer player is scoring a goal,4.1,NEUTRAL
2756,A soccer player is scoring a goal,There are no soccer players kicking a soccer ball into the goal,2.9,CONTRADICTION
2757,A player of soccer is scoring a goal,Soccer players are kicking a soccer ball into the goal,4.3,ENTAILMENT
2758,Soccer players are kicking a soccer ball into the goal,A soccer player is missing a goal,3.1,NEUTRAL
2761,A man and a woman are eating,A man and a woman are not eating,3.3,CONTRADICTION
2763,A man and woman are talking,A man and a woman are silent,3.4,CONTRADICTION
2764,A man and a woman are eating,A man and a woman are having a conversation,2.8,NEUTRAL
2765,A man and a woman are silent,A man and a woman are eating,3.3,NEUTRAL
2768,A man and a woman are eating,A man and woman are talking,3.4,NEUTRAL
2770,There is no person pouring olive oil into a pot on the stove,A person is pouring olive oil into a pot on the stove,3.6,CONTRADICTION
2774,A person is pouring olive oil into a pot on the stove,A person is pouring oil for cooking into a pot,4.3,ENTAILMENT
2775,A person is cleaning a pot of cooking oil,A person is pouring olive oil into a pot on the stove,3.1,NEUTRAL
2776,A person is pouring oil made with olives into a pot on the stove,A person is pouring cooking oil into a pot,4.2,ENTAILMENT
2777,There is no person pouring olive oil into a pot on the stove,A person is pouring cooking oil into a pot,3.8,NEUTRAL
2778,A person is pouring cooking oil into a pot,A person is pouring olive oil into the stove from a pot,3.9,NEUTRAL
2779,A person is pouring olive oil into a pot on the stove,A person is pouring cooking oil into a pot,4.2,ENTAILMENT
2783,The woman is not walking the dog,The woman is walking the dog,3.8,CONTRADICTION
2784,A woman is walking the dog down the street,The dog is being walked by the woman,4.715,ENTAILMENT
2787,The woman is walking the dog,A woman is restraining the dog,3.6,NEUTRAL
2788,A woman is walking the dog down the street,The woman is walking the dog,4.4,ENTAILMENT
2789,A guinea pig is devouring a carrot,A guinea pig is eating a carrot,5,ENTAILMENT
2792,A small guinea pig is gnawing and eating a piece of carrot on the floor,There is no small guinea pig gnawing and eating a piece of carrot on the floor,3.2,CONTRADICTION
2797,A small guinea pig is gnawing and eating a piece of carrot on the floor,A guinea pig is eating a carrot,4.6,ENTAILMENT
2799,A man is slicing a carrot with a knife,A man is putting away a carrot,2.8,NEUTRAL
2800,The woman is slicing an onion,An onion is being sliced by the woman,5,ENTAILMENT
2802,An onion is being sliced by the woman,A man is slicing a carrot with a knife,3.2,NEUTRAL
2803,A man is slicing a carrot with a knife,The woman is not slicing an onion,2.7,NEUTRAL
2807,The plane is landing,A plane is landing,4.9,ENTAILMENT
2809,A cartoon airplane is landing,An animated airplane is landing,4.7,ENTAILMENT
2811,A cartoon airplane is landing,A plane is landing,4.3,ENTAILMENT
2813,An animated airplane is landing,The plane is landing,4.1,ENTAILMENT
2815,An animated airplane is landing,A plane is landing,4.4,ENTAILMENT
2817,A woman is preparing an egg in a skillet,There is no woman preparing an egg in a skillet,3.6,CONTRADICTION
2818,A woman is preparing a skillet for the eggs,A woman is preparing an egg in a skillet,3.7,NEUTRAL
2821,A woman is carefully pouring a mixture into a bowl and mixing it,A woman is preparing an egg in a skillet,2.4,NEUTRAL
2827,The girl is using an eye pencil on her eyelid,The girl is using a pencil for the eyes on her eyelid,4.9,ENTAILMENT
2828,The girl is using an eye pencil on her eyelid,The girl is not using an eye pencil on her eyelid,3.7,CONTRADICTION
2837,There is no girl playing the piano,A girl is playing the piano,3.8,CONTRADICTION
2838,"A girl, who is little, is playing a grand piano on stage",A little girl is playing a grand piano on stage,4.8,ENTAILMENT
2839,A little girl is playing a grand piano on stage,A little girl is walking off the stage,3,NEUTRAL
2844,A little girl is playing a grand piano on stage,A girl is playing the piano,4.3,ENTAILMENT
2845,The woman is cooking eggs,A woman is cooking eggs,5,ENTAILMENT
2850,The woman is not cooking something,A woman is cooking eggs,4.2,CONTRADICTION
2851,The woman is cooking eggs,The woman is cooking something,4.4,ENTAILMENT
2853,A woman is cooking eggs,The woman is cooking something,4.2,ENTAILMENT
2854,Some cats are playing with each other,The cats are playing with each other,4.8,ENTAILMENT
2856,Two cats are playfully fighting each other,Two cats are fighting each other,4.4,ENTAILMENT
2857,Two cats are lying together,Two cats are fighting each other,3,NEUTRAL
2860,Some cats are playing with each other,Two cats are fighting each other,2.9,NEUTRAL
2861,The cats are not playing with each other,Two cats are fighting each other,3.6,NEUTRAL
2862,Two cats are fighting each other,The cats are playing with each other,3.435,NEUTRAL
2863,Two bikes are being ridden by two people,Two people are riding a bike,4.6,ENTAILMENT
2864,Nobody is riding a bike,Two people are riding a bike,4.3,CONTRADICTION
2865,Two people are riding a motorcycle,Two people are driving a motorcycle,4.5,ENTAILMENT
2867,Two people are riding a bike,Two people are driving a motorcycle,3.7,NEUTRAL
2868,Two people are stopping on a motorcycle,Two people are riding a bike,2.9,ENTAILMENT
2870,Two people are riding a motorcycle,Nobody is riding a bike,2.5,NEUTRAL
2874,The man is riding a mechanical bull,The man is riding a bull which is mechanical,4.8,ENTAILMENT
2875,The man is not riding a mechanical bull,The man is riding a mechanical bull,3.3,CONTRADICTION
2879,There is no man riding a mechanical bull,The man is riding a mechanical bull,3.5,CONTRADICTION
2881,A woman is skillfully playing a flute,A woman is playing a flute,4.3,ENTAILMENT
2883,The woman is playing the flute,The flute is being played by the woman,4.9,ENTAILMENT
2890,The man is lifting barbells,A man is lifting barbells,4.9,ENTAILMENT
2891,The man is lifting barbells,The man is lowering barbells,4,NEUTRAL
2894,The man is lifting barbells,Weights are being lifted by the man,4.4,ENTAILMENT
2896,A man is lifting barbells,The man is lifting weights,4.6,ENTAILMENT
2899,A man is chopping down a tree with an axe,A person is chopping down a tree with an axe,4.6,ENTAILMENT
2900,A man is chopping down a tree with an axe,A person is planting a tree,2.8,NEUTRAL
2903,A tree is being cut by a man with an axe,A man is chopping down a tree with an axe,4.7,ENTAILMENT
2905,A man is cutting a tree with an axe,A person is chopping down a tree with an axe,4.6,ENTAILMENT
2907,A man is cutting a tree with an axe,A man is chopping down a tree with an axe,4.7,ENTAILMENT
2908,A girl is applying makeup to her face,The girl is applying makeup to her face,4.9,ENTAILMENT
2909,A girl is applying makeup to her face,There is no girl applying makeup to her face,4.3,CONTRADICTION
2910,A lady is putting on makeup,A woman is putting on makeup,5,ENTAILMENT
2913,A girl is applying makeup to her face,There is no woman putting on makeup,3.1,CONTRADICTION
2915,There is no girl applying makeup to her face,A woman is putting on makeup,4,NEUTRAL
2916,A girl is applying makeup to her face,A woman is putting on makeup,3.5,NEUTRAL
2917,A herd of deer is crossing the street,One herd of deer is crossing the street,4.8,ENTAILMENT
2918,A herd of deer is crossing the street,A herd of deer is stopping at the street,3,NEUTRAL
2919,The herd of caribous is crossing a road quickly,The herd of caribous is crossing a road,4.2,ENTAILMENT
2920,The herd of caribous is crossing a road,The herd of caribous is not crossing a road,3.4,CONTRADICTION
2924,The herd of caribous is crossing a road,A herd of deer is stopping at the street,2.8,NEUTRAL
2926,A woman is slicing an onion,An onion is being sliced by a woman,4.9,ENTAILMENT
2927,There is no woman slicing an onion,A woman is slicing an onion,3.1,CONTRADICTION
2930,The woman is dicing a carrot,A woman is slicing an onion,2.5,NEUTRAL
2933,The woman is cutting a carrot,There is no woman slicing an onion,2.9,NEUTRAL
2935,Two men are fighting in a cattle pen,Two men are fighting in a pen for cattle,4.6,ENTAILMENT
2937,Two men are fighting in a cow pasture,Two men are fighting in a pasture for cows,4.9,ENTAILMENT
2938,Two men are fighting in a cow pasture,Nobody is fighting in a cow pasture,3.7,CONTRADICTION
2939,Two men are fighting in a cow pasture,Two cows are fighting in a pasture by a man,3.2,NEUTRAL
2941,Two men are fighting in a cattle pen,Nobody is fighting in a cow pasture,3.3,NEUTRAL
2943,Two men are fighting in a cow pasture,Two men are fighting in a pen for cattle,3.8,NEUTRAL
2945,Two men are fighting in a cow pasture,Two men are fighting in a cattle pen,4,NEUTRAL
2951,There is no woman penciling on eyeshadow,A woman is putting cosmetics on her eyelid,3.2,NEUTRAL
2952,The woman is penciling on eyeshadow,A woman is applying cosmetics to her eyelid,4.7,ENTAILMENT
2955,A man is eating a banana,A banana is being eaten by a man,4.8,ENTAILMENT
2957,The man is absently eating a banana by a tree,The man is eating a banana by a tree,4.5,ENTAILMENT
2958,The man is not eating a banana by a tree,The man is eating a banana by a tree,3.4,CONTRADICTION
2959,The man is absently eating a banana by a tree,A man is eating a banana,3.8,ENTAILMENT
2960,A man is eating a banana,The man is not eating a banana by a tree,4,NEUTRAL
2961,The man is eating a banana by a tree,A banana is being eaten by a man,4.7,ENTAILMENT
2964,A big green ball is knocking a potato,"A ball, which is green and big, is knocking a potato",4.9,ENTAILMENT
2966,A big potato is knocking a green ball,A big green ball is knocking a potato,3.5,NEUTRAL
2969,A large green colored ball is hitting a potato,A big green ball is knocking a potato,4.7,ENTAILMENT
2970,A big green ball is knocking a potato,A large green ball is missing a potato,3.5,NEUTRAL
2971,"A ball, which is green and big, is knocking a potato",A large green ball is hitting a potato,4.6,ENTAILMENT
2974,A large green ball is hitting a potato,A big green ball is knocking a potato,4.8,ENTAILMENT
2976,Different teams are playing football on a field,Different teams are resting on a field,3.4,NEUTRAL
2977,Different teams are playing football on a field,Different football players are teaming on a field,3.9,ENTAILMENT
2980,Two teams are enthusiastically playing soccer,Different teams are playing football on a field,3.8,ENTAILMENT
2981,Different teams are playing football on a field,There is no team playing soccer,3.4,NEUTRAL
2983,Two teams are playing soccer,Different teams are resting on a field,2.8,NEUTRAL
2984,Two teams are playing soccer,Different football players are teaming on a field,2.8,NEUTRAL
2988,A boy is comfortably sitting in a room and playing a piano by a lamp,A boy is sitting in a room and playing a piano by lamp light,4.1,ENTAILMENT
2989,A boy is standing in a room by a lamp light,A boy is sitting in a room and playing a piano by lamp light,3.7,NEUTRAL
2992,A boy is practicing the keyboard,A boy is sitting in a room and playing a piano by lamp light,3.5,NEUTRAL
2994,A boy is sitting in a room and playing a piano by lamp light,A boy is playing a keyboard,4,ENTAILMENT
2997,A woman is playing an electric guitar,A woman is playing a guitar which is electric,5,ENTAILMENT
2998,There is no woman playing an electric guitar,A woman is playing an electric guitar,4.2,CONTRADICTION
3005,There is no man in a suit standing at a microphone and singing,A man in a suit is standing at a microphone and singing,3.1,CONTRADICTION
3007,The man on stage is singing into the microphone,The man on stage isn't singing into the microphone,3.5,CONTRADICTION
3010,The man on stage isn't singing into the microphone,A man in a suit is standing at a microphone and singing,3.3,NEUTRAL
3014,A man in a suit is standing at a microphone and singing,The man on stage is singing into the microphone,4.3,ENTAILMENT
3015,Some teenage girls are dancing for the camera,Some girls in their teens are dancing for the camera,4.6,ENTAILMENT
3016,Some teenage girls are dancing for the camera,Some teenage girls are standing still in front of the camera,3.5,NEUTRAL
3018,Three teenage girls are dancing in the room,Three teenage girls are idling in the room,3.5,NEUTRAL
3019,Three young girls are dancing in the room,Some teenage girls are dancing for the camera,3.7,NEUTRAL
3022,Three teenage girls are dancing in the room,Some teenage girls are standing still in front of the camera,2.1,NEUTRAL
3024,A few children are jumping on a trampoline,Some children are jumping on a trampoline,4.6,ENTAILMENT
3027,Two boy are playing on a trampoline,Nobody is playing on a trampoline,3.8,CONTRADICTION
3031,Some children are jumping off a trampoline,Two boy are playing on a trampoline,4.1,NEUTRAL
3038,The dog is playing with a plastic container,The puppy is not playing with a plastic container,3.8,CONTRADICTION
3039,The puppy is playing with a plastic container,The dog is playing with a plastic container,4.4,ENTAILMENT
3041,The puppy is playing with a plastic container,The dog is playing with a plastic container,4.4,ENTAILMENT
3042,A man is athletically jumping a wall,A man is jumping a wall,4.5,ENTAILMENT
3043,A man is jumping a wall,A man is standing in front of a wall,3.1,NEUTRAL
3046,A man is jumping a wall,A man is jumping onto a wall which is low,3.7,NEUTRAL
3047,A man is jumping off a low wall,A man is jumping a wall,4.2,ENTAILMENT
3049,A man is jumping onto a low wall,A man is standing in front of a wall,3,NEUTRAL
3050,A man is jumping onto a low wall,A man is jumping a wall,4.4,NEUTRAL
3054,A man is pouring oil into a skillet,A man is taking the oil out off a skillet,3.1,CONTRADICTION
3059,A man is pouring oil into a pan,A man is pouring oil into a skillet,4.5,ENTAILMENT
3062,A man is talking to the woman who is seated beside him and is driving a car,A woman is driving a car and is talking to the man who is seated beside her,4.3,ENTAILMENT
3065,A woman is driving a car and is talking to the man who is seated beside her,The woman and the man are travelling by automobile,4.2,ENTAILMENT
3068,There is no woman driving a car and talking to the man seated beside her,The woman and the man are travelling by car,3.8,ENTAILMENT
3069,A man is talking to the woman who is seated beside him and is driving a car,The woman and the man are travelling by car,4.2,ENTAILMENT
3071,The person is brushing a cat,A person is brushing a cat,5,ENTAILMENT
3072,A person is brushing a cat,Nobody is brushing a cat,3.6,CONTRADICTION
3073,A person is combing the fur of a cat,The fur of a cat is being combed by a person,4.9,ENTAILMENT
3079,A person is brushing a cat,A person is combing the fur of a cat,4.6,ENTAILMENT
3081,A woman is chopping broccoli,A woman is storing broccoli,3.9,NEUTRAL
3085,A woman is chopping broccoli,The woman is not chopping garlic,3.1,NEUTRAL
3091,Three men are dancing,A few men are dancing,4.5,ENTAILMENT
3092,Three men are dancing,The men are not dancing,3.6,CONTRADICTION
3094,Some women are dancing,The men are not dancing,3,NEUTRAL
3097,Three men are dancing,Some women are dancing,3.5,NEUTRAL
3100,A man is flooring a sitting guitar player,A man is sitting on the floor and is playing a guitar,3.4,NEUTRAL
3102,The man is pacing around a room,A man is sitting on the floor in a room and strumming a guitar,2.5,NEUTRAL
3110,There is no man eating some food,A man is eating some food,3.3,CONTRADICTION
3111,The man is eating,The person is eating,4.4,ENTAILMENT
3114,A man is eating some food,The man is fasting,4.2,CONTRADICTION
3121,There is no woman using an eye pencil and applying eye liner to her eyelid,A woman is using an eye pencil and is applying eye liner to her eyelid,3.8,CONTRADICTION
3126,A woman is using an eye pencil and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid,4.4,ENTAILMENT
3129,A baby is sneezing and scaring another baby,A baby is sneezing and frightening another baby,4.9,ENTAILMENT
3130,A baby is sneezing and scaring another baby,A baby is cheering another baby,3.3,NEUTRAL
3132,A baby is crawling happily,A baby is cheering another baby,2.7,NEUTRAL
3134,A baby is sitting,A baby is sneezing and scaring another baby,2.8,NEUTRAL
3140,The monkey isn't practicing martial arts,The monkey is practicing martial arts,3.5,CONTRADICTION
3150,A man is performing tricks with a soccer ball,A man is running away from the soccer ball,3.1,NEUTRAL
3153,A man is performing tricks with a soccer ball,A man is powerfully kicking a soccer ball,3.9,NEUTRAL
3156,A man is cutting a box,A box is being cut by a man,4.9,ENTAILMENT
3157,A man is cutting a box,There is no man cutting a box,3.9,CONTRADICTION
3158,The man is cutting the tape on the box,A man is cutting the tape on the box,5,ENTAILMENT
3161,A man is cutting the tape on the box,A man is cutting a box,3.9,NEUTRAL
3162,The man is not cutting the tape on the box,A man is cutting a box,3.1,NEUTRAL
3164,A box is being cut by a man,The man is cutting the tape on the box,3.4,NEUTRAL
3165,The man is cutting the tape on the box,There is no man cutting a box,3.7,NEUTRAL
3166,A man is cutting a box,The man is cutting the tape on the box,3.7,NEUTRAL
3170,There is no young boy playing a wind instrument,A young boy is playing a wind instrument,4.3,CONTRADICTION
3182,A man is slowly trekking in the woods,The man is hiking in the woods,4.5,ENTAILMENT
3186,A man is slicing a tomato,There is no man slicing a tomato,3,CONTRADICTION
3187,A woman is slicing a carrot,A woman is cutting a carrot,4.9,ENTAILMENT
3188,A woman is putting away a carrot,A woman is slicing a carrot,3.9,NEUTRAL
3192,A woman is slicing a carrot,There is no man slicing a tomato,2.1,NEUTRAL
3200,The woman is stirring meat in a bowl,A lady is mixing a mixture of meat in a bowl,4.7,ENTAILMENT
3201,The woman is stirring meat in a bowl,There is no lady mixing a meat mixture in a bowl,4.1,CONTRADICTION
3202,A lady is mixing a meat mixture in a bowl,The woman is stirring meat in a bowl,4.6,ENTAILMENT
3203,A lemon is being squeezed by a woman,A woman is squeezing a lemon,4.9,ENTAILMENT
3208,There is no woman squeezing juice out of a lemon,A woman is squeezing a lemon,3.7,CONTRADICTION
3213,A kitten is getting bored,A kitten is playing with a blue rope toy,2.6,NEUTRAL
3214,The little cat is playing with a toy,The kitten is playing with a toy,4.8,ENTAILMENT
3217,A kitten is playing with a blue rope toy,The kitten is not playing with a toy,4,CONTRADICTION
3218,A kitten is playing with a toy made of blue rope,The kitten is playing with a toy,4.6,ENTAILMENT
3221,A boy is fearfully walking across a bridge,A boy is walking across a bridge,4.7,ENTAILMENT
3223,A man is walking slowly across a rope bridge,A man is walking slowly across a bridge made of rope,4.9,ENTAILMENT
3224,A man is being stopped on a rope bridge,A man is walking slowly across a rope bridge,3.8,NEUTRAL
3227,A man is walking slowly across a rope bridge,A boy is fearfully walking across a bridge,3.4,NEUTRAL
3228,There is no boy walking across a bridge,A man is walking slowly across a rope bridge,2.7,NEUTRAL
3230,A boy is hanging a fishing rod and running in front of a fish ,A boy is hanging a rod for fishing and running in front of a fish,5,ENTAILMENT
3232,A boy is running away from the fishing line,A young man is running away from the fishing line,4.1,NEUTRAL
3238,A boy is running away from the fishing line,A boy is hanging a fishing rod and running in front of a fish ,3.6,NEUTRAL
3242,An animal is resting,An animal is running in circles,3.3,NEUTRAL
3243,A squirrel is running in circles,An animal is running tiredly in circles,3.9,NEUTRAL
3248,A woman is boiling eggs,Eggs are being boiled by a woman,4.9,ENTAILMENT
3252,A woman is putting two eggs into a pot of water,A woman is boiling eggs,4.2,NEUTRAL
3253,A woman is taking two eggs out of a pot of water,A woman is boiling eggs,3.9,NEUTRAL
3254,Eggs are being boiled by a woman,A woman is placing two eggs into a pot of water,4.1,NEUTRAL
3255,A woman is placing two eggs into a pot of water,A woman is drying eggs,3.5,NEUTRAL
3256,A woman is placing two eggs into a pot of water,A woman is boiling eggs,4.2,ENTAILMENT
3257,A man is playing the guitar,The man is playing the guitar,5,ENTAILMENT
3260,A man is playing the guitar,A man is dropping the guitar,3.2,NEUTRAL
3261,A man is playing the guitar,A guitar is being played by a man,5,ENTAILMENT
3262,A man is playing the guitar,A man is dropping the guitar,3.3,NEUTRAL
3264,A man is playing the guitar,Nobody is playing the guitar,3.7,CONTRADICTION
3271,The soccer player is not kicking the ball between somebody's legs,A person is kicking a soccer ball between their feet,3.1,NEUTRAL
3272,The soccer player is kicking the ball between somebody's legs,A person is kicking a ball for a soccer game between somebody's feet,4.2,ENTAILMENT
3273,There is no person kicking a soccer ball between somebody's feet,The soccer player is kicking the ball between somebody's legs,3.8,CONTRADICTION
3274,The soccer player is kicking the ball between somebody's legs,A person is kicking a soccer ball between their feet,3.9,NEUTRAL
3277,"The boy, who is young, is running through the ocean waves",The young boy is running through the ocean waves,5,ENTAILMENT
3278,The young boy is running through the ocean waves,The young boy is not running through the ocean waves,3.8,CONTRADICTION
3280,"The boy, who is young, is running through the ocean waves",A child is running in and out of the ocean waves,4.4,ENTAILMENT
3281,A child is running in and out of the ocean waves,The young boy is not running through the ocean waves,3.6,NEUTRAL
3283,The young boy is running through the ocean waves,A child is running in and out of the waves of the ocean,4.5,ENTAILMENT
3285,The young boy is running through the ocean waves,A child is running in and out of the ocean waves,4,ENTAILMENT
3286,A woman is coating a pork chop,A cook is coating a pork chop,4.3,ENTAILMENT
3287,A woman is coating a pork chop,There is no woman coating a pork chop,3.7,CONTRADICTION
3288,A woman is grating carrots,Carrots are being grated by a woman,5,ENTAILMENT
3294,A woman is grating carrots,A woman is coating a pork chop,2,NEUTRAL
3298,The man and woman are strolling,The man and woman are walking,4.5,ENTAILMENT
3299,The man and woman are not walking,The man and woman are walking,2.8,CONTRADICTION
3303,A man and a woman are standing still in the woods,The man and woman are walking,3.2,NEUTRAL
3304,A man is walking a woman through the woods,The man and woman are walking,4,ENTAILMENT
3311,The south African plane is not flying in a blue sky,An airplane is flying through the air,2.7,NEUTRAL
3313,The south African plane is flying in a blue sky,An airplane is being stationed on the ground,2.3,NEUTRAL
3314,The south African plane is flying in a blue sky,An airplane is flying through the air,3.9,ENTAILMENT
3316,There is no woman cooking a breaded pork chop,A woman is cooking a breaded pork chop,3.4,CONTRADICTION
3319,The woman is chopping some bread and fried pork,The woman is frying a breaded pork chop,2.9,NEUTRAL
3321,A woman is cooking a breaded pork chop,The woman is not frying a breaded pork chop,4,NEUTRAL
3324,There is no woman cooking a breaded pork chop,The woman is frying a breaded pork chop,3.7,CONTRADICTION
3325,The woman is frying a breaded pork chop,A woman is cooking a breaded pork chop,4.7,ENTAILMENT
3327,The man is slicing bread,The man is putting away the bread,3.1,NEUTRAL
3329,The woman is slicing herbs,The woman is not slicing herbs,3.8,CONTRADICTION
3330,The man is slicing bread,A woman is slicing herbs,2.4,NEUTRAL
3332,Bread is being sliced by the man,The woman is slicing herbs,1.8,NEUTRAL
3336,A man is standing on a roof,A man is dancing on a roof ,3.8,NEUTRAL
3339,A top violin player is standing on the roof over a man,A man is standing on a roof top and playing a violin,3.6,NEUTRAL
3340,A man is standing on the top of a roof and playing a violin,A man is dancing on a roof ,3.2,NEUTRAL
3342,A man is dancing on a roof ,A top violin player is standing on the roof over a man,2.7,NEUTRAL
3344,A man is standing on a roof top and playing a violin,A man is standing on a roof,4,ENTAILMENT
3345,A man is dancing on a roof ,A man is standing on a roof top and playing a violin,3,NEUTRAL
3346,Someone is writing,Someone is typing,3.7,NEUTRAL
3347,There is no one typing,Someone is typing,4,CONTRADICTION
3349,Someone is putting away a keyboard,Someone is typing on a keyboard,3.315,NEUTRAL
3351,Someone is typing,Someone is putting away a keyboard,2.9,NEUTRAL
3353,There is no one typing,Someone is typing on a keyboard,2.7,CONTRADICTION
3357,A woman is peeling a potato,A potato is being peeled by a woman,4.9,ENTAILMENT
3358,A woman is peeling a potato,A woman is putting away a potato,3.3,NEUTRAL
3359,A potato is being peeled by a woman,A woman is peeling a potato,5,ENTAILMENT
3362,A woman is peeling a potato,There is no woman peeling a potato,3.4,CONTRADICTION
3366,Someone is cleaning an animal,Someone is cleansing an animal,4.5,ENTAILMENT
3367,Someone is cleaning an animal,Someone is dirtying an animal,3.4,CONTRADICTION
3368,A woman is cleaning a shrimp,Someone is cleansing an animal,3.4,ENTAILMENT
3369,Someone is dirtying an animal,A woman is cleaning a shrimp,2,NEUTRAL
3370,The woman is cleaning a shrimp,Someone is cleaning an animal,3.9,ENTAILMENT
3371,There is no woman cleaning a shrimp,Someone is cleaning an animal,2.6,NEUTRAL
3372,A woman is cleaning a shrimp,Someone is cleaning an animal,4.2,ENTAILMENT
3374,There is no woman riding a water scooter,A woman is riding a water scooter,3.4,CONTRADICTION
3375,A woman is riding a water scooter,A woman is riding a scooter towards the water,3.815,NEUTRAL
3376,The boy is speedily riding a tricycle,The boy is riding a tricycle,4.385,ENTAILMENT
3378,The boy is speedily riding a tricycle,A woman is riding a water scooter,1.4,NEUTRAL
3382,The boy is riding a tricycle,A woman is riding a scooter towards the water,1.6,NEUTRAL
3385,There is no panda bear eating some bamboo,A panda bear is eating some bamboo,3.9,CONTRADICTION
3386,One panda is eating a bamboo cane,The panda is eating bamboo,4.6,ENTAILMENT
3389,A panda bear is eating some bamboo,The panda is not eating bamboo,2.6,CONTRADICTION
3395,The woman is stirring eggs in a bowl,The lady is stirring eggs in a bowl,4.9,ENTAILMENT
3396,The woman is stirring eggs in a bowl,The woman isn't stirring eggs in a bowl,3.9,CONTRADICTION
3397,Someone is beating an egg,The lady is stirring eggs in a bowl,3.9,NEUTRAL
3400,Nobody is beating an egg,The woman is stirring eggs in a bowl,4.1,CONTRADICTION
3405,A person is unfolding a tortilla,A person is folding a tortilla,3.1,CONTRADICTION
3407,A person is unfolding a tortilla,A man is folding a tortilla,3.6,NEUTRAL
3411,The man is catching a fish,A man is catching a fish,4.9,ENTAILMENT
3412,A man is freeing a fish,A man is catching a fish,4,NEUTRAL
3413,A big fish is catching a man,A man is catching a fish,2.6,NEUTRAL
